trace_id,timestamp,EventId,EventTemplate,type,rec,log_level,component,source
1312,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1313,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1314,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1315,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1316,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1317,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1318,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1319,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1320,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1321,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1322,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1323,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1324,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1325,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1326,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1327,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1328,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1329,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1330,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1331,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1332,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1333,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1334,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1335,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1336,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1337,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1338,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1339,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1340,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1341,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1342,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1343,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1344,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1345,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1346,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1347,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1348,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1349,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1350,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1351,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1352,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1353,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1354,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1355,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1356,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1357,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1358,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1359,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1360,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1361,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1362,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1363,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1364,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1365,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1366,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1367,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1368,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1369,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1370,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1371,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1372,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1373,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1374,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1375,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1376,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1377,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1378,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1379,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1380,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1381,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1382,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1383,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1384,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1385,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1386,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1387,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1388,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1389,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1390,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1391,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1392,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1393,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1394,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1395,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1396,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1397,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1398,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1399,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1400,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1401,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1402,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1403,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1404,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1405,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1406,17/06/09 20:11:08,E19,"Partition rdd_<*> not found, computing it",Session Error,Investigate session state.,INFO,spark.CacheManager,spark
1407,17/06/09 20:11:08,E12,Input split: hdfs://<*>,Connection Error,Verify connection settings.,INFO,rdd.HadoopRDD,spark
1408,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1409,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1410,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1411,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1412,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1413,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1414,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1415,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1416,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1417,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1418,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1419,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1420,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1421,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1422,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1423,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1424,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1425,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1426,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1427,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1428,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1429,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1430,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1431,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1432,17/06/09 20:11:08,E29,Started reading broadcast variable <*>,Session Error,Investigate session state.,INFO,broadcast.TorrentBroadcast,spark
1433,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1434,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1435,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1436,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1437,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1438,17/06/09 20:11:08,E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",Connection Error,Verify connection settings.,INFO,storage.MemoryStore,spark
1439,17/06/09 20:11:08,E20,Reading broadcast variable <*> took <*> ms,Client Disconnect,Check client-side logs.,INFO,broadcast.TorrentBroadcast,spark
1440,17/06/09 20:11:08,E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",Timeout,Consider increasing timeout.,INFO,storage.MemoryStore,spark
1441,17/06/09 20:11:08,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1442,17/06/09 20:11:08,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1443,17/06/09 20:11:08,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1444,17/06/09 20:11:08,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1445,17/06/09 20:11:08,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1446,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1447,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1448,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1449,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1450,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1451,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1452,17/06/09 20:11:08,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1453,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1454,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1455,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1456,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1457,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1458,17/06/09 20:11:08,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1459,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1460,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1461,17/06/09 20:11:08,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1462,17/06/09 20:11:08,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1463,17/06/09 20:11:08,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1464,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1465,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1466,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1467,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1468,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1469,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1470,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1471,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1472,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1473,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1474,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1475,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1476,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1477,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1478,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1479,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1480,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1481,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1482,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1483,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1484,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1485,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1486,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1487,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1488,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1489,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1490,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1491,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1492,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1493,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1494,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1495,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1496,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1497,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1498,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1499,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1500,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1501,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1502,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1503,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1504,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1505,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
